title;authors;editor;collection;synopsis;bonus_content;price;actors;country;age_rating;original_title;duration;production_year;EAN;availability;distributor;media_type;dvd_zone;format_tv;format_cinema;publication_date;audio_track;subtitle_track;image_URL;in_stock;category;subcategory;subcategory_genre_1;subcategory_genre_2;subcategory_genre_3;subcategory_genre_4
Interstellar;Christopher Nolan;Warner Bros. Entertainment France;;Alors que la vie sur Terre touche à sa fin, un groupe d'explorateurs s'attelle à la mission la plus importante de l'histoire de l'humanité : franchir les limites de notre galaxie pour savoir si l'homme peut vivre sur une autre planète...;"Boîtier métal SteelBook
Contient :
- le Blu-ray du film
- le Blu-ray des bonus
Le ratio de l'image varie entre un format 2.40 (images cinéma) et un format 1.78 (séquences Imax retaillées, en 1.44 à l'origine)

Blu-ray des bonus (VOST) :
""La science d'Interstellar"" : émission sur les aspects scientifiques du film (version longue - 50'20"")
""Préparer un voyage interstellaire"" : la genèse du film, ses influences et sa forme narrative (7'49"")
""La vie dans la ferme de Cooper"" : de la ferme à l'espace (9'43"")
""La poussière"" : l'équipe du film face aux tempêtes de sable (2'38"")
""TARS and CASE"" : design et fabrication des deux robots du film (9'27"")
""Les sons cosmiques d'Interstellar"" : la genèse de la musique de Hans Zimmer (13'40"")
""Les combinaisons spatiales"" : la création et le port des combinaisons et des casques (4'31"")
""L'Endurance"" : Nahan Crowley (resp. déco) fait visiter l'imposant plateau du vaisseau Endurance (9'24"")
""Le tournage en Islande: la planète de Miller / La planète de Mann"" : l'équipe du film en Islande pour la création de deux mondes inconnus (12'42"")
""Le Ranger et Le Lander"" : focus sur les deux autres vaisseaux du film (12'20"")
""Miniatures dans l'espace"" : focus sur les impressionnantes maquettes utilisées lors de la séquence d'amarrage (5'29"")
""La simulation de l'apesanteur"" : les différentes façons de simuler l'absence de gravité (5'31"")
""Phénomènes célestes"" : l'utilisation de véritable équations scientifiques pour la création d'effets spéciaux crédibles pour le voyage spatial (13'22"")
""À travers le temps et les dimensions"" : concept et design du Tesseract, utilisant un vrai décor plutôt qu'un écran vert (9'02"")
""Dernières pensées"" : les acteurs et l'équipe du film à propos de leur expérience sur le film (6'02"")
Teaser et bandes-annonces :
- ""Lee"" (1'52"")
- ""Merveilles"" (2'34"")
- ""Mémoires"" (2'35"")
- ""Humanité"" (2'29"")";14.90 €;Matthew Mcconaughey,Anne Hathaway,Jessica Chastain,Michael Caine,Matt Damon,John Lithgow,Casey Affleck,Topher Grace,Ellen Burstyn,Mackenzie Foy,Wes Bentley,David Gyasi;"Canada;Royaume-Uni;USA";Tous publics;Interstellar;169 mn;2014;5051888252710;Disponible;WARNER HOME VIDEO;Blu-ray;"A;B;C";16/9 Natif;2.4;19 aout 2020;Audio : Français DTSHD-MA 5.1, Anglais DTSHD-MA 5.1, Italien DD 5.1, Brésilien DD 5.1, Espagnol DD 5.1;Sous-titrage : Français, Italien, Brésilien, Espagnol, Néerlandais;https://images.epagine.fr/710/5051888252710_vid.jpg;En stock;Cinéma;Long métrage;Science-Fiction;Drame;;
Batman - The Dark Knight, le Chevalier Noir;Christopher Nolan;Warner Bros. Entertainment France;;Batman, avec l'aide du Lieutenant Jim Gordon et du procureur Harvey Dent, continue sa guerre contre le crime. Bien que ce partenariat entre les trois figures de Gotham semble porter ses fruits, les trois hommes vont vite se retrouver en proie à un véritable chaos émanant du criminel le plus intelligent et le plus terrifiant qu'ils n'aient jamais rencontré, connu sous le nom du Joker...;"Le ratio de l'image varie entre un format 2.40 (images cinéma) et un format 1.78 (séquences Imax retaillées, en 1.44 à l'origine)
Boîtier métal SteelBook
Contient :
- le Blu-ray du film
- le Blu-ray des bonus

Blu-ray du film : (VOST)
""Gotham Uncovered : tournage d'une scène"" : Christopher Nolan et so équipe dévoilent les secrets de fabrication du film (18 modules HD - 64'10"" - VOST)

Blu-ray des bonus :
""La technologie de Batman"" : les gadgets et outils du film (HD - 45'59"" - VOST)
""Batman démasqué : la psychologie du Chevalier Noir"" : analyse de la psychologie de Bruce/Batman (HD - 46'02"" - VOST)
""Gotham Tonight"" : 6 journaux télévisés de Gotham (HD - 42'41"" - VOST)
Galerie photos :
- les cartes de Joker (72')
- l'art concept (57')
- l'art de l'affiche (12)
- photos du plateau (88)
3 bandes-annonces et 6 spots TV (8'48"" - VO)";14.90 €;Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Maggie Gyllenhaal,Gary Oldman,Cillian Murphy,Morgan Freeman;USA;Tous publics;The Dark Knight;153 mn;2008;5051889677284;Disponible;WARNER HOME VIDEO;Blu-ray;"A;B;C";16/9 Natif;2.4;19 aout 2020;Audio : Français DD 5.1, Anglais DD 5.1, Italien DD 5.1, Allemand DD 5.1, Castillan DD 5.1, Brésilien DD 5.1, Anglais DDTHD 5.1, Audiodescription En  DD 2.0;Sous-titrage : Français, Anglais, Allemand, Italien, Castillan, Espagnol, Néerlandais, Chinois (Mandarin), Coréen, Portugais, Brésilien, Danois, Finlandais, Norvégien, Suédois;https://images.epagine.fr/284/5051889677284_vid.jpg;En stock;Cinéma;Long métrage;Action;Thriller;;
Dark Waters;Todd Haynes;Le Pacte;;Robert Bilott est un avocat spécialisé dans la défense des industries chimiques. Il va découvrir que la campagne idyllique de son enfance est empoisonnée par une usine du puissant groupe chimique DuPont. Afin de faire éclater la vérité sur la pollution mortelle due aux rejets toxiques de l'usine, il va risquer sa carrière, sa famille, et même sa propre vie...;"Entretiens :
- Todd Haynes (16')
- Mark Ruffalo (8')
- Anne Hathaway (8')
- Tim Robbins (14')
- Rob Bilott (14')
Bande-annonce";19.90 €;Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman,Bill Camp,Victor Garber,Mare Winningham,William Jackson Harper;USA;Tous publics;Dark Waters;122 mn;2019;5051889666356;Disponible;WARNER HOME VIDEO;DVD;2;16/9 Anamorphique;2.4;19 aout 2020;Audio : Français DD 5.1, Anglais DD 5.1, Français DD 2.0, Anglais DD 2.0, Audiodescription (po DD 2.0;Sous-titrage : Français;https://images.epagine.fr/356/5051889666356_vid.jpg;En stock;Cinéma;Long métrage;Biopic;Drame;;
The Blob - Danger planétaire;Irvin S. Yeaworth Jr.;ESC Editions;;Une météorite s'écrase à quelques kilomètres de la ville de Downingtown. Curieux de voir à quoi elle ressemble, Steve Andrews et Jane Martin accourent. S'ils trouvent un cratère encore fumant, ils se rendent vite à l'évidence que le rocher venu de l'espace contenait un monstre, une entité visqueuse et affamée dont la croissance rapide constitue bientôt une menace pour tous les habitants de la région.;"Nouveau master Haute Définition
Boîtier DVD avec fourreau

""Le Blob conte attaque..."" : présentation du film par Gilles Diment, historien du cinéma (16'11"")";12.90 €;"Steve Mcqueen (i),Aneta Corsaut,Earl Rowe,Olin Howland,Alden ""stephen"" Chase,John Benson,George Karas,Lee Paton";USA;Tous publics;The Blob;79 mn;1958;3701432000077;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.66;19 aout 2020;Audio : Anglais DD 5.1, Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/077/3701432000077_vid.jpg;En stock;Cinéma;Long métrage;Horreur;Science-Fiction;;
Sea Fever;Neasa Hardiman;Factoris Films;;Dans le cadre de ses études, Siobhán, étudiante en biologie marine, doit passer une semaine sur un vieux chalutier. Peu de temps après leur départ en mer, une forme de vie inconnue enserre le navire, l'immobilisant au beau milieu de l'Atlantique. Alors qu'une mystérieuse infection commence à se répandre à bord, la jeune femme doit gagner la confiance des marins avant qu'ils ne succombent un à un.;"Contient :
- le DVD du film
- la copie digitale
Boîtier DVD avec fourreau";14.90 €;Hermione Corfield,Dag Malmberg,Jack Hickey,Olwen Fouéré,Dougray Scott,Connie Nielsen,Ardalan Esmaili,Elie Bouakaze;Irlande;Accord parental;Sea Fever;89 mn;2019;3760125768335;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;2.35;19 aout 2020;Audio : Français DD 5.1, Anglais DD 5.1;Sous-titrage : Français;https://images.epagine.fr/335/3760125768335_vid.jpg;En stock;Cinéma;Long métrage;Science-Fiction;Horreur;Thriller;
Nightfall (Poursuites dans la nuit);Jacques Tourneur;Rimini Editions;;James Vanning est un homme traqué. Il est soupçonné par deux gangsters d'avoir volé leur butin, et est également poursuivi par un enquêteur employé par la compagnie d'assurance. Il s'enfuit vers les montagnes enneigées du Wyoming en compagnie d'une femme rencontrée dans un bar.;"Contient :
- le Blu-ray du film
- le DVD du film

Interview de Nachiketas Wignesan, enseignant et critique de cinéma";24.90 €;Aldo Ray,Brian Keith,Anne Bancroft,Jocelyn Brando,James Gregory,Frank Albertson,Rudy Bond,Steve Carruthers;USA;Tous publics;Nightfall;79 mn;1956;3760233155751;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;1.85;19 aout 2020;Audio : Français DTSHD-MA 2.0, Anglais DTSHD-MA 2.0;Sous-titrage : Français;https://images.epagine.fr/751/3760233155751_vid.jpg;En stock;Cinéma;Long métrage;Policier;Drame;;
l'autre continent;Cogitore Romain;Blaq Out;;Maria a 30 ans, elle est impatiente, frondeuse, et experte en néerlandais. Olivier a le même âge, il est lent, timide et parle quatorze langues. Ils se rencontrent à Taïwan. Et puis soudain, la nouvelle foudroyante. C'est leur histoire. Celle de la force incroyable d'un amour. Et celle de ses confins, où tout se met à lâcher. Sauf Maria.;Boîtier DVD avec fourreau;14.90 €;Déborah François,Paul Hamy,Vincent Perez;"France;Taiwan";Tous publics;L'Autre continent;90 mn;2018;3760247204544;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.85;19 aout 2020;Audio : Français DD 5.1, Français DD 2.0;;https://images.epagine.fr/544/3760247204544_vid.jpg;En stock;Cinéma;Long métrage;Romance;Drame;;
Le Temps des Nababs - Série intégrale;Florence Strauss;Le Pacte;;"Pierre Braunberger, Anatole Dauman, Robert Dorfmann, les frères Hakim, Mag Bodard, Alain Poiré, Pierre Cottrell, Albina du Boisrouvray, Jacques Perrin et bien d'autres... Ils ont toujours oeuvré dans l'ombre et sont restés inconnus du grand public. Pourtant ils ont produit des films que nous connaissons tous.

Autodidactes, passionnés, joueurs, ils ont financé le cinéma avec une inventivité exceptionnelle à une époque où ni télévisions, ni soficas ou autres n'existaient. Partis de rien, ils pouvaient tout gagner... ou bien tout perdre. La série documentaire Le Temps des Nababs met en lumière ces hommes et ces femmes qui, entre les années d'après-guerre et la fin des années 70, ont produit des films qui continuent à marquer des générations de spectateurs.";"Boîtier DVD avec fourreau

Scènes coupées (28')";29.90 €;;France;Tous publics;Le Temps des Nababs - Série intégrale;416 mn;2019;3760247209259;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.78;19 aout 2020;Audio : Français DD 2.0;;https://images.epagine.fr/259/3760247209259_vid.jpg;En stock;Documentaire;Documentaire;Arts / Culture;;;
Des lendemains qui chantent;Nicolas Castro;L'Avant-Scène Cinéma;;Olivier et Léon, deux frères qui sont montés à Paris et que la vie a éloigné... Si le premier se voit comme un journaliste sans concessions, le second est un communicant ambitieux et opportuniste. Noémie, une charmante conseillère présidentielle, n'arrive pas, au fil des ans, à choisir entre eux. Sous le regard amusé de Sylvain, leur ami d'enfance, qui a fait fortune dans le minitel rose, leurs destins se croisent sur 20 ans, s'entremêlent, au cours d'une épopée drôle, tendre et nostalgique, dans les années 80/90.;"Contient :
- le Blu-ray du film
- le DVD du film

Bonus Blu-ray : 
Entretiens avec François Hollande, Serge Moati, le réalisateur Nicolas Castro, Pio Marmaï et Ramzy Bédia
Présentation du film
""Je n'ai pas changé"", court métrage de Nicolas Castro (2012)

Bonus DVD : 
""Je n'ai pas changé"", court métrage de Nicolas Castro (2012)
Entretien avec Nicolas Castro";19.90 €;Pio Marmaï,Laetitia Casta,Ramzy Bédia,Gaspard Proust,André Dussollier,Louis-Do De Lencquesaing,Sam Karmann,Anne Brochet;France;Tous publics;Des lendemains qui chantent;94 mn;2014;3760247209617;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;2.35;19 aout 2020;Audio : Français DTSHD-MA 2.0;;https://images.epagine.fr/617/3760247209617_vid.jpg;En stock;Cinéma;Long métrage;Comédie;;;
Théâtre de sang;Douglas Hickox;ESC Editions;British Terrors;A Londres, un éminent critique de théâtre est assassiné, puis deux, puis trois. Le meurtrier, Lionheart, jadis interprète de grands rôles shakespeariens que tout le monde croit mort, a décidé de se venger de ceux qui refusèrent de reconnaître son talent.;"Nouveau master Haute Définition
Contient :
- le Blu-ray du film
- le DVD du film
- un livret de 16 pages intégré au boîtier

Entretien autour du film avec Nicolas Stanzick";24.90 €;Vincent Price,Diana Rigg,Ian Hendry,Harry Andrews,Coral Browne,Robert Coote,Jack Hawkins,Michael Hordern,Arthur Lowe,Milo O'shea;Royaume-Uni;Interdit aux moins de 12 ans;Theatre of Blood;104 mn;1973;3760247209723;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;2.35;19 aout 2020;Audio : Français DTSHD-MA 2.0mono, Anglais DTSHD-MA 2.0mono;Sous-titrage : Français;https://images.epagine.fr/723/3760247209723_vid.jpg;Sur commande;Cinéma;Long métrage;Horreur;;;
Macbeth;Roman Polanski;ESC Editions;;Macbeth a gagné la rude bataille qui l'opposait aux rebelles voulant renverser son souverain, Duncan, le Roi d'Ecosse. Mais sa rencontre dans la lande écossaise avec trois sorcières va tout changer : en effet, ces trois créatures de la nuit lui prophétisent un avenir royal. Le voilà déchiré entre sa loyauté et son respect pour un Roi qui l'a toujours traité comme un fils et une nouvelle ambition dévorante encouragée par son épouse, Lady Macbeth elle-même...;"Boîtier DVD avec fourreau

""Polanski rencontre Macbeth"" (48', VOST) : documentaire avec de nombreux extraits d'entretiens d'archives avec les acteurs et les membres de l'équipe, ainsi que des images brutes du tournage du film
Entretien autour du film
Analyse de séquence avec Olivier Père
Bande-annonce d'origine";14.90 €;Jon Finch,Francesca Annis,Martin Shaw,Terence Bayler,John Stride,Nicholas Selby,Stephan Chase,Paul Shelley;"Royaume-Uni;USA";Tous publics;The Tragedy of Macbeth;140 mn;1971;3760247209730;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;2.35;19 aout 2020;Audio : Français DD 5.1, Anglais DD 5.1, Français DD 2.0, Anglais DD 2.0;Sous-titrage : Français;https://images.epagine.fr/730/3760247209730_vid.jpg;En stock;Cinéma;Long métrage;Drame;Historique;;
Le Blob;Chuck Russell;ESC Editions;Cult'Edition;Une météorite percute la Terre. Une masse informe s'en extrait et grandit en ingérant un à un les habitants d'une ville des Etats-Unis. Le Blob se glisse partout pour traquer ses proies et rien ne semble pouvoir l'arrêter. Dans cette ambiance d'enfer, Meg Penny et Brian Flagg, tentent de survivre, alors qu'une mystérieuse équipe gouvernementale met la ville en quarantaine.;"Nouveau master Haute Définition
Contient :
- le Blu-ray du film (94'58"")
- le DVD du film (91'05"")
Boîtier Digipack avec fourreau

Blu-ray : 
""Le Retour du Blob"" par Olivier Père, journaliste et directeur de la programmation d'Arte (ESC Éditions, 2020, 23'45"")
""C'est tombé du ciel"" : entretien avec Chuck Russell (""It Fell From The Sky!: Chuck Russell On The Road To The Blob"", Shout Factory, 2019, 22'26"", VOST)
""Tir ! C'est un ordre !"" : entretien avec le chef opérateur Mark Irwin (""Shoot Him! That's A Direct Oder!: Cinematographer Mark Irwin On The Blob"", Shout Factory, 2019, 18'10"", VOST)
""L'incroyable homme gélifié"" : entretien avec le créateur des effets spéciaux Tony Gardner (""The Incredible Melting Man: Tony Gardner On The Blob"", Shout Factory, 2019, 22'02"", VOST)
2 bandes-annonces originales (2'53"", VO)

DVD : 
""J'ai tué la confiture de fraise !"" : entretien avec Chuck Russell (""I Killed The Strawberry Jam: Chuck Russell On Shooting The Blob"", Shout Factory, 2019, 25'27"", VOST)
Les coulisses des effets spéciaux : images d'archives (""Gardner's Grue Crew: Behind The Scenes On The Blob"", Shout Factory, 2019, 25'53"", VOST)";24.90 €;Kevin Dillon,Shawnee Smith,Donovan Leitch Jr.,Jeffrey Demunn,Candy Clark,Joe Seneca,Del Close,Paul Mccrane,Sharon Spelman,Erika Eleniak,Jack Nance;USA;Interdit aux moins de 12 ans;The Blob;95 mn;1988;3760247209808;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;1.85;19 aout 2020;Audio : Anglais DTSHD-MA 5.1, Français DTSHD-MA 2.0, Anglais DTSHD-MA 2.0;Sous-titrage : Français;https://images.epagine.fr/808/3760247209808_vid.jpg;En stock;Cinéma;Long métrage;Horreur;Science-Fiction;;
jeune et innocent;Hitchcock Alfred;ESC Editions;Hitchcock;Un couple se dispute durant une nuit d'orage. Le lendemain, le corps de la femme est retrouvé sur la plage par Robert Tisdall, un proche. Celui-ci est fait coupable car la ceinture qui a servi à étrangler la victime semble provenir de son imperméable, qu'il affirme pourtant s'être fait voler. Robert parvient à s'enfuir du tribunal et, aidé par Erica, la fille du commissaire chargé de l'enquête, il se réfugie dans un moulin. Dès lors, les deux jeunes gens cherchent à retrouver l'homme qui a volé l'imperméable afin de prouver que Robert n'est pas lié au crime...;"Nouveau master Haute Définition
Boîtier Blu-ray avec fourreau";16.90 €;Nova Pilbeam,Derrick De Marney,Percy Marmont;Royaume-Uni;Tous publics;Young and Innocent;;1937;3760247209563;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;1.37;5 aout 2020;Audio : Français DTSHD-MA 2.0mono, Anglais DTSHD-MA 2.0mono;Sous-titrage : Français;https://images.epagine.fr/563/3760247209563_vid.jpg;En stock;Cinéma;Long métrage;Policier;Thriller;;
